Country Name,Country Code,Series Name,Series Code,1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.1717073170732,68.8860975609756,68.4743902439024,66.8731707317073,64.9358536585366,64.4670731707317,64.6907317073171,65.8541463414634,66.6987804878049,67.029756097561,65.9821951219512,65.4836585365854,65.3834146341463,65.1287804878049,65.0478048780488,65.4709756097561,65.529756097561,66.7275609756098,67.5868292682927,67.9492682926829,68.6846341463415,68.8412195121951,69.6839024390244,70.0721951219512,70.5787804878049,70.7436585365854,71.1834146341463,71.6512195121951,72.1190243902439,..
Russian Federation,RUS,Population growth (annual %),SP.POP.GROW,0.586603532881112,0.385794345665368,0.223632366302237,0.0437249639508604,-0.113724697579415,-0.123965844425279,0.0267775060816902,-0.145469155029265,-0.165319440855875,-0.165511936742255,-0.309476734460824,-0.420566975310993,-0.424151028076189,-0.460061304902853,-0.453719859743564,-0.402613760305718,-0.381473696224401,-0.327318706386192,-0.171024042221983,-0.0439422615372963,0.0301140670621249,0.0448873898392816,0.0779670984684485,0.168301590750173,0.212923595008292,0.217700100552035,0.192558641823423,0.17024454590112,0.106871954284237,..
Russian Federation,RUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,2.93981003761292,3.10601997375488,3.8390200138092,3.67853999137878,3.54786992073059,3.77192997932434,3.86626005172729,..,4.10174989700317,..,..,..,3.78973007202148,..,..,3.82025003433228,..,..,..
Russian Federation,RUS,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,..,..,..,..,..,48102720000,60885170000,67652640000,71787980000,57539370000,37262370000,42130790000,51317150000,58418310000,73213780000,94244360000,123839020000,163187280000,223083530000,288672590000,183924120000,245679710000,318554760000,335771210000,341269230000,307875430000,193021130000,191494320000,238125430000,..
Russian Federation,RUS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,-29.9760484677475,-28.67646891098,2.11254541943407,12.5707620036222,11.5375436643967,3.70000000298292,-0.500000000631857,1.90000000005884,11.1999999993565,9.4999999994037,4.21572586955648,10.2833560303936,12.5999999989489,11.8000000021371,6.49999999864572,7.30000000075688,6.2999999991298,0.600000000252038,-4.69999999993703,6.99999999991689,0.300000000273499,1.36019732917202,4.56225942686635,0.51022406211662,3.69537507594622,3.12835487618597,5.01002818733738,..
Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.7,11.2,11.4,12.2,14.5,15.7,15,14.2,13.8,13.5,14.6,15.3,15.6,15.4,16.4,16,16.1,15.2,14.6,14.5,14.1,14.2,13.5,13.3,13,13.1,13,12.9,12.9,..
Russian Federation,RUS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.07041,..,..,..,..,..,..,..,..
Russian Federation,RUS,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.09084,..,..,..,..,..,..,..,..
Russian Federation,RUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,9.66453674708806,9.34426991013211,11.9779555590667,12.3368390302914,16.0669301202892,14.0375557885175,19.1567422293919,18.9782319882053,12.924528911798,8.43750973534916,7.77732319167406,6.87840591796636,6.4748509995141,9.22872737838927,9.06634409819973,7.97208557463568,8.37537699848627,10.0059949478426,11.4516727325293,13.7603204135581,10.719245771326,11.5235807573783,..
Russian Federation,RUS,Medium and high-tech Industry (including construction) (% manufacturing value added),NV.MNF.TECH.ZS.UN,..,33.6386982682712,33.6386982682712,33.7366123834805,33.6383220217275,35.2582136039385,29.1914570750323,32.8315350098439,30.9028171620629,30.9263827315957,32.2327607613623,32.6534681413884,32.2397550533316,23.0417450268127,26.9837824271763,24.8091854423925,22.4525135885425,21.8825580148952,22.4232638356417,24.5535973217297,23.1414627016524,25.0367582398118,24.7089075355023,24.8376510300738,23.1401257555993,24.1309147070895,25.5980067157765,..,..,..
Russian Federation,RUS,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32329.5,32149.9,33091.8,29368.9,30319.7,31854.4,32620.2,33960.8,36157.3,36252.6,39714.7,44994.7,53060.6,59133.5,..,..
